,city,hotel_name,acc_type,price,hotel_star,no_of_ratings,rating,occupancy,no_of_rooms,no_of_guests
0,Orlando,"Sonesta ES Suites Orlando - International Drive, Orlando",HOTEL,129,3.5,859.0,4.4,"1 room, 3 adults",1,3
1,Orlando,"CoCo Key Hotel and Water Resort-Orlando, Orlando",HOTEL,65,3.0,1845.0,3.2,"1 room, 3 adults",1,3
2,Orlando,"The Grand Orlando Resort at Celebration, Kissimmee",HOTEL,62,3.5,2946.0,3.4,"1 room, 3 adults",1,3
3,Orlando,"Holiday Inn & Suites Across From Universal Orlando, Orlando",HOTEL,79,3.0,873.0,3.9,"1 room, 3 adults",1,3
4,Orlando,"Howard Johnson by Wyndham Tropical Palms Kissimmee, Kissimmee",HOTEL,30,2.0,1423.0,2.9,"1 room, 3 adults",1,3
5,Orlando,"Baymont by Wyndham Kissimmee, Kissimmee",HOTEL,59,2.5,433.0,3.0,"1 room, 3 adults",1,3
6,Orlando,"Holiday Inn Orlando International Airport, Orlando",HOTEL,88,3.0,412.0,3.6,"1 room, 3 adults",1,3
7,Orlando,"Clarion Inn Lake Buena Vista, a Rosen Hotel, Orlando",HOTEL,150,3.0,1417.0,4.0,"1 room, 3 adults",1,3
8,Orlando,"Days Inn & Suites by Wyndham Altamonte Springs, Altamonte Springs",HOTEL,71,2.0,523.0,2.6,"1 room, 3 adults",1,3
9,Orlando,"Delta Hotels by Marriott Orlando Lake Buena Vista, Orlando",HOTEL,79,4.0,815.0,4.3,"1 room, 3 adults",1,3
10,Orlando,"Hyatt Regency Orlando International Airport, Orlando",HOTEL,199,4.0,1763.0,4.5,"1 room, 3 adults",1,3
11,Orlando,"Seralago Hotel & Suites Main Gate East, Kissimmee",HOTEL,55,3.0,3195.0,3.1,"1 room, 3 adults",1,3
12,Orlando,"Best Western Orlando East Inn & Suites, Orlando",HOTEL,89,2.5,563.0,3.7,"1 room, 3 adults",1,3
13,Orlando,"Bryan's Spanish Cove by Diamond Resorts, Orlando",HOTEL,148,3.0,336.0,4.5,"1 room, 3 adults",1,3
14,Orlando,"Renaissance Orlando Airport Hotel by Marriott, Orlando",HOTEL,118,4.0,468.0,4.3,"1 room, 3 adults",1,3
15,Orlando,"The Villas of Grand Cypress, Orlando",HOTEL,223,4.5,241.0,4.8,"1 room, 3 adults",1,3
16,Orlando,"Days Inn by Wyndham N Orlando/Casselberry, Fern Park",HOTEL,85,2.0,190.0,2.6,"1 room, 3 adults",1,3
17,Orlando,"Avanti International Resort, Orlando",HOTEL,74,3.0,3905.0,3.8,"1 room, 3 adults",1,3
18,Orlando,"Flamingo Waterpark Resort, Kissimmee",HOTEL,41,3.0,512.0,3.3,"1 room, 3 adults",1,3
19,Orlando,"Buena Vista Suites, Orlando",HOTEL,88,3.5,2222.0,4.0,"1 room, 3 adults",1,3
20,Orlando,"Avanti Palms Resort and Conference Center, Orlando",HOTEL,80,3.5,1953.0,3.3,"1 room, 3 adults",1,3
22,Orlando,"Four Points by Sheraton Orlando International Drive, Orlando",HOTEL,101,3.5,627.0,4.0,"1 room, 3 adults",1,3
23,Orlando,"Legacy Vacation Resorts-Orlando, Kissimmee",HOTEL,66,3.0,1487.0,3.7,"1 room, 3 adults",1,3
24,Orlando,"Courtyard by Marriott Orlando Airport, Orlando",HOTEL,74,3.0,316.0,4.2,"1 room, 3 adults",1,3
25,Orlando,"Disney's Port Orleans Resort - Riverside, Lake Buena Vista",HOTEL,215,3.5,640.0,4.3,"1 room, 3 adults",1,3
26,Orlando,"Marriott Orlando Downtown, Orlando",HOTEL,130,3.5,350.0,4.0,"1 room, 3 adults",1,3
27,Orlando,"DoubleTree by Hilton at the Entrance to Universal Orlando, Orlando",HOTEL,98,4.0,2017.0,4.2,"1 room, 3 adults",1,3
29,Orlando,"Sulaf Hotel LBV South, Kissimmee",HOTEL,45,2.5,374.0,2.6,"1 room, 3 adults",1,3
30,Orlando,"Hampton Inn Orlando Near Universal Blv/International Dr, Orlando",HOTEL,89,2.5,472.0,4.3,"1 room, 3 adults",1,3
31,Orlando,"Holiday Inn Club Vacations at Orange Lake Resort, Kissimmee",HOTEL,129,4.0,1239.0,4.2,"1 room, 3 adults",1,3
32,Orlando,"Econo Lodge Kissimmee, Kissimmee",HOTEL,40,1.5,789.0,2.5,"1 room, 3 adults",1,3
33,Orlando,"Courtyard by Marriott Orlando International Dr / Conv Cntr, Orlando",HOTEL,79,3.0,195.0,4.4,"1 room, 3 adults",1,3
34,Orlando,"Ramada by Wyndham Orlando Florida Mall, Orlando",HOTEL,99,2.5,517.0,4.2,"1 room, 3 adults",1,3
35,Orlando,"Embassy Suites by Hilton Orlando International Dr Conv Ctr, Orlando",HOTEL,114,3.5,493.0,4.3,"1 room, 3 adults",1,3
36,Orlando,"Royale Parc Suites Kissimmee, Kissimmee",HOTEL,84,3.0,1009.0,4.0,"1 room, 3 adults",1,3
37,Orlando,"Quality Inn Orlando Airport, Orlando",HOTEL,64,2.5,1646.0,3.5,"1 room, 3 adults",1,3
38,Orlando,"Orbit One Vacation Villas by Diamond Resorts, Kissimmee",HOTEL,94,3.0,463.0,4.4,"1 room, 3 adults",1,3
39,Orlando,"Rosen Plaza on International Drive, Orlando",HOTEL,111,3.5,606.0,4.5,"1 room, 3 adults",1,3
40,Orlando,"Enclave Hotel & Suites Orlando, a staySky Hotel & Resort, Orlando",HOTEL,125,2.5,463.0,3.6,"1 room, 3 adults",1,3
41,Orlando,"Red Lion Hotel Orlando Lake Buena Vista South, Kissimmee",HOTEL,81,3.5,381.0,4.5,"1 room, 3 adults",1,3
42,Orlando,"Holiday Inn Orlando SW - Celebration Area, Kissimmee",HOTEL,64,3.0,1770.0,3.5,"1 room, 3 adults",1,3
43,Orlando,Travelodge Suites by Wyndham Kissimmee Orange,HOTEL,50,2.0,731.0,3.2,"1 room, 3 adults",1,3
44,Orlando,"Florida Vacation Villas, Kissimmee",HOTEL,109,3.5,39.0,3.5,"1 room, 3 adults",1,3
45,Orlando,"Sheraton Suites Orlando Airport, Orlando",HOTEL,101,3.5,1045.0,4.4,"1 room, 3 adults",1,3
46,Orlando,"Sheraton Orlando North Hotel, Maitland",HOTEL,93,3.5,931.0,4.2,"1 room, 3 adults",1,3
47,Orlando,"Disney's Beach Club Villas, Lake Buena Vista",HOTEL,436,4.0,910.0,4.7,"1 room, 3 adults",1,3
48,Orlando,"Rosen Inn at Pointe Orlando, Orlando",HOTEL,72,3.0,2033.0,4.1,"1 room, 3 adults",1,3
49,Orlando,"Disney's Old Key West Resort, Lake Buena Vista",HOTEL,540,3.5,36.0,4.5,"1 room, 3 adults",1,3
50,Orlando,"Quality Suites, Orlando",HOTEL,71,2.5,808.0,3.2,"1 room, 3 adults",1,3
51,Orlando,"Disney's Caribbean Beach Resort, Lake Buena Vista",HOTEL,204,3.5,621.0,3.9,"1 room, 3 adults",1,3
52,Orlando,"Hyatt Regency Orlando, Orlando",HOTEL,139,4.5,1360.0,4.5,"1 room, 3 adults",1,3
53,Orlando,"Hilton Orlando/Altamonte Springs, Altamonte Springs",HOTEL,114,4.0,310.0,4.0,"1 room, 3 adults",1,3
54,Orlando,"Courtyard by Marriott Lake Buena Vista at Vista Centre, Orlando",HOTEL,85,3.0,940.0,4.0,"1 room, 3 adults",1,3
55,Orlando,"Walt Disney World Swan, Lake Buena Vista",HOTEL,143,4.0,1685.0,4.3,"1 room, 3 adults",1,3
56,Orlando,"Travelodge by Wyndham Orlando Downtown Centroplex, Orlando",HOTEL,99,2.0,450.0,2.5,"1 room, 3 adults",1,3
57,Orlando,"Celebration Suites, Kissimmee",HOTEL,65,3.0,5685.0,3.8,"1 room, 3 adults",1,3
58,Orlando,"Rodeway Inn, Apopka",HOTEL,69,2.0,33.0,2.7,"1 room, 3 adults",1,3
59,Orlando,"DoubleTree by Hilton Orlando Downtown, Orlando",HOTEL,118,3.5,695.0,4.0,"1 room, 3 adults",1,3
60,Orlando,"Residence Inn Orlando Altamonte Springs/Maitland, Altamonte Springs",HOTEL,99,3.0,135.0,4.3,"1 room, 3 adults",1,3
61,Orlando,"Disney's Contemporary Resort, Lake Buena Vista",HOTEL,530,4.0,220.0,4.3,"1 room, 3 adults",1,3
62,Orlando,"Disney's All-Star Music Resort, Lake Buena Vista",HOTEL,106,3.0,1183.0,4.1,"1 room, 3 adults",1,3
63,Orlando,"Disney's Yacht Club Resort, Lake Buena Vista",HOTEL,380,4.0,144.0,4.5,"1 room, 3 adults",1,3
64,Orlando,"Rosen Inn International, Orlando",HOTEL,72,3.0,1702.0,4.0,"1 room, 3 adults",1,3
65,Orlando,"Orlando World Center Marriott, Orlando",HOTEL,179,4.0,779.0,4.3,"1 room, 3 adults",1,3
66,Orlando,"Rosen Centre Hotel, Orlando",HOTEL,119,4.0,881.0,4.5,"1 room, 3 adults",1,3
67,Orlando,"Hilton Orlando Lake Buena Vista - Disney SpringsÂ® Area, Lake Buena Vista",HOTEL,137,4.0,1369.0,4.0,"1 room, 3 adults",1,3
68,Orlando,"Econo Lodge Inn & Suites Near Florida Mall, Orlando",HOTEL,70,2.5,538.0,2.8,"1 room, 3 adults",1,3
69,Orlando,"TownePlace Suites Orlando Altamonte Springs/Maitland, Altamonte Springs",HOTEL,107,3.0,65.0,4.6,"1 room, 3 adults",1,3
70,Orlando,"Sheraton Orlando Lake Buena Vista Resort, Orlando",HOTEL,99,4.0,1230.0,3.7,"1 room, 3 adults",1,3
71,Orlando,"DoubleTree by Hilton Orlando Airport, Orlando",HOTEL,112,3.5,337.0,4.1,"1 room, 3 adults",1,3
72,Orlando,"Radisson Hotel Orlando-Lake Buena Vista, Orlando",HOTEL,99,3.5,1490.0,4.2,"1 room, 3 adults",1,3
73,Orlando,"Hampton Inn closest to Universal Orlando, Orlando",HOTEL,108,2.5,399.0,4.5,"1 room, 3 adults",1,3
74,Orlando,"Walt Disney World Dolphin, Lake Buena Vista",HOTEL,169,4.0,2957.0,4.1,"1 room, 3 adults",1,3
75,Orlando,"Days Inn by Wyndham Orlando Near Millenia Mall, Orlando",HOTEL,44,2.0,1796.0,2.1,"1 room, 3 adults",1,3
76,Orlando,"Ramada by Wyndham Orlando Near Convention Center, Orlando",HOTEL,60,2.5,1004.0,2.9,"1 room, 3 adults",1,3
77,Orlando,"Parc Corniche Condominium Suite Hotel, Orlando",HOTEL,99,3.0,667.0,3.9,"1 room, 3 adults",1,3
78,Orlando,"Travelodge by Wyndham Orlando Near Florida Mall, Orlando",HOTEL,46,2.0,503.0,2.3,"1 room, 3 adults",1,3
79,Orlando,"Embassy Suites Lake Buena Vista Resort, Orlando",HOTEL,95,4.0,1057.0,4.2,"1 room, 3 adults",1,3
81,Orlando,"Palazzo Lakeside Hotel, an Ascend Hotel Collection Member, Kissimmee",HOTEL,62,2.5,90.0,4.0,"1 room, 3 adults",1,3
82,Orlando,"The Cabins at Disney's Fort Wilderness Resort, Lake Buena Vista",HOTEL,290,3.5,156.0,4.6,"1 room, 3 adults",1,3
83,Orlando,"Orlando Airport Marriott Lakeside, Orlando",HOTEL,110,4.0,550.0,4.4,"1 room, 3 adults",1,3
84,Orlando,"Best Western Orlando West, Orlando",HOTEL,99,2.5,474.0,3.4,"1 room, 3 adults",1,3
85,Orlando,"Baymont by Wyndham Celebration, Kissimmee",HOTEL,54,3.0,2625.0,3.5,"1 room, 3 adults",1,3
86,Orlando,"Quality Inn & Suites Near the Theme Parks, Orlando",HOTEL,76,2.5,482.0,3.9,"1 room, 3 adults",1,3
87,Orlando,"Holiday Inn Orlando - Disney SpringsÂ® Area, Lake Buena Vista",HOTEL,101,3.5,1069.0,4.3,"1 room, 3 adults",1,3
88,Orlando,"Wyndham Orlando Resort International Drive, Orlando",HOTEL,87,3.5,2175.0,3.6,"1 room, 3 adults",1,3
89,Orlando,"La Quinta Inn by Wyndham Orlando International Drive North, Orlando",HOTEL,76,2.5,798.0,3.7,"1 room, 3 adults",1,3
90,Orlando,"Boulder Ridge Villas at Disney's Wilderness Lodge, Lake Buena Vista",HOTEL,1073,4.0,10.0,4.5,"1 room, 3 adults",1,3
91,Orlando,"B Resort & Spa in the Disney Springs Resort Areaâ¢, Lake Buena Vista",HOTEL,119,4.0,3153.0,4.0,"1 room, 3 adults",1,3
92,Orlando,"Disney's Port Orleans Resort French Quarter, Lake Buena Vista",HOTEL,250,3.5,338.0,4.4,"1 room, 3 adults",1,3
93,Orlando,"Days Inn by Wyndham Orlando Conv. Center/International Dr, Orlando",HOTEL,70,2.0,775.0,3.5,"1 room, 3 adults",1,3
94,Orlando,"Florida Hotel & Conference Center in the Florida Mall, BW Premier Collection, Orlando",HOTEL,127,3.5,1040.0,4.4,"1 room, 3 adults",1,3
95,Orlando,"Clarion Inn & Suites Across From Universal Orlando Resort, Orlando",HOTEL,76,3.0,658.0,4.0,"1 room, 3 adults",1,3
97,Orlando,"Royale Parc Hotel Orlando - Lake Buena Vista , Orlando",HOTEL,71,2.5,1615.0,3.8,"1 room, 3 adults",1,3
98,Orlando,"Holiday Inn Orlando East - UCF Area, Orlando",HOTEL,96,3.5,365.0,4.4,"1 room, 3 adults",1,3
99,Orlando,"Days Inn & Suites by Wyndham Orlando East UCF Area, Orlando",HOTEL,76,2.0,286.0,2.7,"1 room, 3 adults",1,3
100,Orlando,"Hilton Orlando Buena Vista Palace - Disney SpringsÂ® Area, Lake Buena Vista",HOTEL,143,4.0,1481.0,3.9,"1 room, 3 adults",1,3
101,Orlando,"Quality Suites, Orlando",HOTEL,68,2.0,25.0,3.7,"1 room, 3 adults",1,3
102,Orlando,"Disney's Polynesian Village Resort, Lake Buena Vista",HOTEL,488,4.0,85.0,4.2,"1 room, 3 adults",1,3
103,Orlando,"Quality Inn & Suites By the Parks, Kissimmee",HOTEL,79,3.0,534.0,4.3,"1 room, 3 adults",1,3
104,Orlando,"DoubleTree by Hilton Hotel Orlando at SeaWorld, Orlando",HOTEL,79,3.5,1148.0,3.8,"1 room, 3 adults",1,3
105,Orlando,"Baymont by Wyndham Florida Mall, Orlando",HOTEL,37,2.5,465.0,3.3,"1 room, 3 adults",1,3
107,Orlando,"Disney's Grand Floridian Resort & Spa, Lake Buena Vista",HOTEL,482,4.5,259.0,4.5,"1 room, 3 adults",1,3
108,Orlando,"Castle Hotel, Autograph Collection, Orlando",HOTEL,111,4.0,406.0,4.5,"1 room, 3 adults",1,3
109,Orlando,"Wyndham Lake Buena Vista Disney SpringsÂ® Resort Area, Lake Buena Vista",HOTEL,103,4.0,6721.0,4.2,"1 room, 3 adults",1,3
110,Orlando,"Holiday Inn Resort Orlando - Lake Buena Vista, Orlando",HOTEL,74,3.5,1164.0,4.2,"1 room, 3 adults",1,3
111,Orlando,"The Alfond Inn, Winter Park",HOTEL,249,4.0,331.0,4.8,"1 room, 3 adults",1,3
112,Orlando,"DoubleTree by Hilton Hotel Orlando East - UCF Area, Orlando",HOTEL,95,3.5,511.0,4.4,"1 room, 3 adults",1,3
113,Orlando,"Ramada by Wyndham Altamonte Springs, Altamonte Springs",HOTEL,79,2.5,437.0,3.1,"1 room, 3 adults",1,3
114,Orlando,"Rodeway Inn International Drive, Orlando",HOTEL,51,2.5,2579.0,1.8,"1 room, 3 adults",1,3
115,Orlando,"Red Lion Hotel Orlando Kissimmee Maingate, Kissimmee",HOTEL,60,3.0,2256.0,3.9,"1 room, 3 adults",1,3
116,Orlando,"Maingate Lakeside Resort, Kissimmee",HOTEL,49,3.0,3294.0,2.9,"1 room, 3 adults",1,3
117,Orlando,"Crowne Plaza Orlando - Downtown, Orlando",HOTEL,103,3.5,787.0,4.2,"1 room, 3 adults",1,3
118,Orlando,"Quality Inn At International Drive, Orlando",HOTEL,74,2.5,1327.0,3.7,"1 room, 3 adults",1,3
119,Orlando,"Disney's All-Star Sports Resort, Lake Buena Vista",HOTEL,106,3.0,1489.0,4.2,"1 room, 3 adults",1,3
120,Orlando,"Knights Inn Maingate Kissimmee Orlando, Kissimmee",HOTEL,40,2.0,649.0,2.3,"1 room, 3 adults",1,3
121,Orlando,"Days Inn by Wyndham Orlando Airport Florida Mall, Orlando",HOTEL,55,2.5,1611.0,3.3,"1 room, 3 adults",1,3
122,Orlando,"Sheraton Vistana Resort Villas, Lake Buena Vista / Orlando, Orlando",HOTEL,179,4.0,1843.0,4.5,"1 room, 3 adults",1,3
123,Orlando,"Unno Boutique Hotel, Kissimmee",HOTEL,66,3.0,1843.0,1.3,"1 room, 3 adults",1,3
124,Orlando,"Renaissance Orlando at SeaWorld, Orlando",HOTEL,119,4.0,3943.0,4.5,"1 room, 3 adults",1,3
125,Orlando,"DoubleTree Suites by Hilton Orlando - Disney SpringsÂ® Area, Lake Buena Vista",HOTEL,112,3.5,434.0,4.2,"1 room, 3 adults",1,3
126,Orlando,"Hyatt Place Orlando/Lake Buena Vista, Orlando",HOTEL,109,3.0,917.0,4.5,"1 room, 3 adults",1,3
127,Orlando,"Altamonte Hotel and Suites, Altamonte Springs",HOTEL,84,2.5,729.0,2.1,"1 room, 3 adults",1,3
128,Orlando,"Best Western Lake Buena Vista - Disney SpringsÂ® Resort Area, Lake Buena Vista",HOTEL,64,3.0,2481.0,3.9,"1 room, 3 adults",1,3
129,Orlando,"Embassy Suites Orlando International Drive I Drive 360, Orlando",HOTEL,92,3.5,725.0,4.4,"1 room, 3 adults",1,3
130,Orlando,"Embassy Suites by Hilton Orlando-North, Altamonte Springs",HOTEL,111,3.5,455.0,4.3,"1 room, 3 adults",1,3
131,Orlando,"Hyatt Regency Grand Cypress, Orlando",HOTEL,149,4.0,1732.0,4.5,"1 room, 3 adults",1,3
132,Orlando,"Quality Inn & Suites Winter Park Village Area, Orlando",HOTEL,71,2.5,417.0,3.1,"1 room, 3 adults",1,3
133,Orlando,"Four Points by Sheraton Orlando Convention Center, Orlando",HOTEL,99,3.0,263.0,3.2,"1 room, 3 adults",1,3
134,Orlando,"Midpointe Hotel by Rosen Hotels & Resorts, Orlando",HOTEL,51,2.0,642.0,3.6,"1 room, 3 adults",1,3
135,Orlando,"Red Roof Inn Orlando South - Florida Mall, Orlando",HOTEL,64,2.0,538.0,3.4,"1 room, 3 adults",1,3
136,Orlando,"Days Inn by Wyndham Orlando/International Drive, Orlando",HOTEL,44,2.0,2096.0,2.1,"1 room, 3 adults",1,3
137,Orlando,"Floridian Express International Drive, Orlando",HOTEL,56,2.5,904.0,3.0,"1 room, 3 adults",1,3
138,Orlando,"Sonesta ES Suites Orlando - International Drive, Orlando",HOTEL,129,3.5,859.0,4.4,"1 room, 3 adults",1,3
139,Orlando,"Staybridge Suites Orlando/Lake Buena Vista, Orlando",HOTEL,109,3.0,418.0,4.4,"1 room, 3 adults",1,3
140,Orlando,"Days Inn & Suites by Wyndham Orlando Airport, Orlando",HOTEL,66,2.0,1299.0,3.3,"1 room, 3 adults",1,3
141,Orlando,"La Quinta Inn by Wyndham Orlando Airport West, Orlando",HOTEL,76,2.5,1093.0,3.4,"1 room, 3 adults",1,3
142,Orlando,"Best Western International Drive - Orlando, Orlando",HOTEL,84,2.5,1055.0,4.1,"1 room, 3 adults",1,3
143,Orlando,"Hampton Inn Orlando-International Airport, Orlando",HOTEL,98,2.5,412.0,4.5,"1 room, 3 adults",1,3
144,Orlando,"Rosen Inn, closest to Universal, Orlando",HOTEL,70,3.0,2377.0,4.2,"1 room, 3 adults",1,3
145,Orlando,"Disney's BoardWalk Inn, Lake Buena Vista",HOTEL,380,4.0,102.0,4.5,"1 room, 3 adults",1,3
146,Orlando,"Best Western Orlando Gateway Hotel, Orlando",HOTEL,61,3.0,2701.0,4.2,"1 room, 3 adults",1,3
147,Orlando,"Ramada by Wyndham Kissimmee Gateway, Kissimmee",HOTEL,51,3.0,3222.0,3.4,"1 room, 3 adults",1,3
148,Orlando,"Baymont by Wyndham Orlando Universal Blvd, Orlando",HOTEL,63,3.0,962.0,3.6,"1 room, 3 adults",1,3
149,Orlando,"Caribe Royale All-Suite Hotel, Orlando",HOTEL,82,4.0,4805.0,4.2,"1 room, 3 adults",1,3
150,Orlando,"Clarion Suites Kissimmee-Orlando Maingate, Kissimmee",HOTEL,80,3.0,530.0,3.8,"1 room, 3 adults",1,3
151,Orlando,"GreenPoint Hotel Kissimmee, Kissimmee",HOTEL,63,2.5,341.0,4.3,"1 room, 3 adults",1,3
152,Orlando,"Days Inn by Wyndham Orlando Downtown, Orlando",HOTEL,67,2.0,670.0,2.7,"1 room, 3 adults",1,3
153,Orlando,"SUNSOL International Drive, Orlando",HOTEL,75,3.0,1185.0,3.8,"1 room, 3 adults",1,3
154,Orlando,"Disney's Coronado Springs Resort, Lake Buena Vista",HOTEL,161,3.5,872.0,4.2,"1 room, 3 adults",1,3
155,Orlando,"Ramada by Wyndham Davenport Orlando South, Davenport",HOTEL,50,2.5,530.0,2.8,"1 room, 3 adults",1,3
156,Orlando,"Saratoga Resort Villas Kissimmee, Kissimmee",HOTEL,119,3.5,818.0,4.2,"1 room, 3 adults",1,3
157,Orlando,"La Quinta by Wyndham Orlando South, Orlando",HOTEL,59,2.5,454.0,3.4,"1 room, 3 adults",1,3
158,Orlando,"Champions World Resort, Kissimmee",HOTEL,53,3.0,2265.0,3.6,"1 room, 3 adults",1,3
159,Orlando,"Park Inn by Radisson Resort & Conference Center Orlando, Kissimmee",HOTEL,64,3.0,1560.0,3.2,"1 room, 3 adults",1,3
161,Orlando,"Legacy Vacation Resorts-Lake Buena Vista, Orlando",HOTEL,108,3.0,461.0,4.1,"1 room, 3 adults",1,3
162,Orlando,"Marriott's Sabal Palms, Orlando",HOTEL,259,4.0,23.0,4.7,"1 room, 3 adults",1,3
163,Orlando,"Marriott's Cypress Harbour Villas, Orlando",HOTEL,219,4.0,135.0,4.8,"1 room, 3 adults",1,3
164,Orlando,"Marriott's Imperial Palm Villas, Orlando",HOTEL,359,4.0,6.0,4.7,"1 room, 3 adults",1,3
165,Orlando,"Grand Beach by Diamond Resorts, Orlando",HOTEL,121,3.0,1157.0,4.6,"1 room, 3 adults",1,3
166,Orlando,"Howard Johnson by Wyndham Lake Front Park Kissimmee, Kissimmee",HOTEL,61,2.0,366.0,3.1,"1 room, 3 adults",1,3
167,Orlando,"Quality Inn & Suites Kissimmee by The Lake, Kissimmee",HOTEL,70,2.5,296.0,3.9,"1 room, 3 adults",1,3
168,Orlando,"Courtyard by Marriott Orlando East/UCF Area, Orlando",HOTEL,119,3.0,124.0,4.1,"1 room, 3 adults",1,3
169,Orlando,"Amber Inn & Suites, Kissimmee",HOTEL,83,2.0,43.0,2.8,"1 room, 3 adults",1,3
170,Orlando,"Magnuson Hotel Kissimmee Maingate, Kissimmee",HOTEL,30,2.0,1312.0,2.6,"1 room, 3 adults",1,3
171,Orlando,"Disney's BoardWalk Villas, Lake Buena Vista",HOTEL,401,4.0,49.0,4.5,"1 room, 3 adults",1,3
173,Orlando,"Fairfield Inn By Marriott Orlando Airport, Orlando",HOTEL,76,2.5,290.0,4.5,"1 room, 3 adults",1,3
174,Orlando,"Fairfield Inn & Suites Orlando Lake Buena Vista, Orlando",HOTEL,83,3.0,1037.0,4.3,"1 room, 3 adults",1,3
175,Orlando,"Galleria Palms Hotel, Kissimmee",HOTEL,72,2.5,2172.0,4.3,"1 room, 3 adults",1,3
176,Orlando,"Extended Stay America-Orlando-Convention Ctr-Sports Complex, Orlando",HOTEL,71,2.5,346.0,3.0,"1 room, 3 adults",1,3
178,Orlando,"Hampton Inn & Suites Orlando/East UCF Area, FL, Orlando",HOTEL,116,2.5,307.0,4.6,"1 room, 3 adults",1,3
179,Orlando,"Westgate Vacation Villas Resort, Kissimmee",HOTEL,119,3.5,4114.0,3.6,"1 room, 3 adults",1,3
180,Orlando,"Summer Bay Orlando by Exploria Resorts, Clermont",HOTEL,83,3.5,1219.0,4.2,"1 room, 3 adults",1,3
181,Orlando,"Extended Stay America-Orlando-Convention Ctr-Universal Blvd, Orlando",HOTEL,90,2.5,548.0,3.6,"1 room, 3 adults",1,3
182,Orlando,"Extended Stay America - Orlando - Lake Buena Vista, Orlando",HOTEL,76,2.5,235.0,3.3,"1 room, 3 adults",1,3
183,Orlando,"Westgate Palace a Two Bedroom Condo Resort, Orlando",HOTEL,189,4.0,1051.0,3.9,"1 room, 3 adults",1,3
184,Orlando,"Extended Stay America - Orlando Theme Parks - Vineland Rd., Orlando",HOTEL,81,2.5,293.0,3.4,"1 room, 3 adults",1,3
185,Orlando,"Ramada by Wyndham Suites Orlando Airport, Orlando",HOTEL,92,3.0,1151.0,3.7,"1 room, 3 adults",1,3
186,Orlando,"La Quinta by Wyndham Orlando Airport North, Orlando",HOTEL,93,2.5,1453.0,4.3,"1 room, 3 adults",1,3
187,Orlando,"Extended Stay America - Orlando - Altamonte Springs, Altamonte Springs",HOTEL,62,2.5,809.0,3.4,"1 room, 3 adults",1,3
188,Orlando,"Hawthorn Suites by Wyndham Orlando Altamonte Springs, Altamonte Springs",HOTEL,71,3.0,709.0,3.9,"1 room, 3 adults",1,3
189,Orlando,"Courtyard by Marriott Altamonte Springs/Maitland, Orlando",HOTEL,89,3.0,144.0,4.3,"1 room, 3 adults",1,3
190,Orlando,"Extended Stay America - Orlando - Southpark - Equity Row, Orlando",HOTEL,75,2.5,387.0,3.2,"1 room, 3 adults",1,3
191,Orlando,Comfort Suites UCF/Research Park,HOTEL,81,2.5,347.0,4.4,"1 room, 3 adults",1,3
192,Orlando,"Courtyard by Marriott Orlando Downtown, Orlando",HOTEL,143,3.0,356.0,4.5,"1 room, 3 adults",1,3
193,Orlando,"Best Western Plus Universal Inn, Orlando",HOTEL,100,2.5,1071.0,4.2,"1 room, 3 adults",1,3
194,Orlando,"Wingate by Wyndham Convention Ctr Closest Universal Orlando, Orlando",HOTEL,98,2.5,1353.0,4.1,"1 room, 3 adults",1,3
195,Orlando,"HomeTowne Studios Orlando - UCF Area, Orlando",HOTEL,63,2.0,338.0,2.6,"1 room, 3 adults",1,3
196,Orlando,"Embassy Suites by Hilton Orlando Airport , Orlando",HOTEL,129,3.5,223.0,4.3,"1 room, 3 adults",1,3
197,Orlando,"Westgate Towers Resort, Kissimmee",HOTEL,89,3.5,724.0,4.2,"1 room, 3 adults",1,3
198,Orlando,"Golden Link Resort Motel, Kissimmee",HOTEL,38,2.0,557.0,3.5,"1 room, 3 adults",1,3
200,Orlando,"Econo Lodge Inn & Suites Maingate Central, Kissimmee",HOTEL,28,2.0,1134.0,3.0,"1 room, 3 adults",1,3
201,Orlando,"Marriott's Royal Palms, Orlando",HOTEL,229,4.0,33.0,4.8,"1 room, 3 adults",1,3
203,Orlando,"Westgate Blue Tree Resort in Lake Buena Vista, Orlando",HOTEL,129,3.0,124.0,4.0,"1 room, 3 adults",1,3
205,Orlando,"Star Island Resort and Club, Kissimmee",HOTEL,93,3.5,3419.0,4.2,"1 room, 3 adults",1,3
206,Orlando,"Monumental Hotel Orlando, Orlando",HOTEL,72,3.5,348.0,3.9,"1 room, 3 adults",1,3
207,Orlando,"Disney's All-Star Movies Resort, Lake Buena Vista",HOTEL,129,3.0,1147.0,4.1,"1 room, 3 adults",1,3
208,Orlando,"Universal's Loews Portofino Bay Hotel, Orlando",HOTEL,374,4.0,424.0,4.6,"1 room, 3 adults",1,3
209,Orlando,"Hampton Inn Orlando International Drive/Conv Ctr, Orlando",HOTEL,76,2.5,774.0,4.3,"1 room, 3 adults",1,3
210,Orlando,"Hyatt Place Orlando Convention Center, Orlando",HOTEL,86,3.0,471.0,4.4,"1 room, 3 adults",1,3
211,Orlando,"Hampton Inn Lake Buena Vista / Orlando, Orlando",HOTEL,111,2.5,486.0,4.5,"1 room, 3 adults",1,3
212,Orlando,"Extended Stay America-Orlando-Southpark-Commodity Circle, Orlando",HOTEL,66,2.5,379.0,3.3,"1 room, 3 adults",1,3
