city,hotel_name,acc_type,price,hotel_star,no_of_ratings,rating,occupancy,lat_long
Manhattan,"The Hotel 91, New York",HOTEL,$151 ,3-star,See all 900 Hotels.com reviews,7.6,"1 room, 3 adults","['40.713724', '-73.993646']"
Manhattan,"The NoMad Hotel, New York",HOTEL,$395 ,5-star,See all 369 Hotels.com reviews,9.4,"1 room, 3 adults","['40.745066', '-73.988818']"
Manhattan,"3- 2 BEDROOM APT ON 28 STREET BEST LOCATION, New York",HOTEL,,3-star,,Superb9.2,"1 room, 3 adults","['40.742471', '-73.982607']"
Manhattan,"Fairfield Inn & Suites New York Manhattan / Central Park, New York",HOTEL,$144 ,3-star,,8.8,"1 room, 3 adults","['40.770475', '-73.989683']"
Manhattan,"Wyndham Midtown 45 at New York City, New York",HOTEL,$209 ,3-star,See all 58 Hotels.com reviews,7.4,"1 room, 3 adults","['40.752518', '-73.972577']"
Manhattan,"NY081 3 Bedroom Apartment By Senstay, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.73841', '-74.00358']"
Manhattan,"The Ludlow Hotel, New York",HOTEL,$325 ,4.5-star,See all 311 Hotels.com reviews,9.4,"1 room, 3 adults","['40.72185', '-73.987473']"
Manhattan,"86 Pearl Street & Hanover 3 Bedrooms 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.704653', '-74.009001']"
Manhattan,"Hotel 309, New York",HOTEL,$100 ,2-star,See all 275 Hotels.com reviews,5.2,"1 room, 3 adults","['40.73984', '-74.00276']"
Manhattan,"Lotte New York Palace, New York",HOTEL,$325 ,4.5-star,"See all 2,142 Hotels.com reviews",9.2,"1 room, 3 adults","['40.758229', '-73.974529']"
Manhattan,"Superior New York Apartments, New York",HOTEL,,2.5-star,,5.4,"1 room, 3 adults","['40.762194', '-73.993611']"
Manhattan,"4- THE BEST LOCATION in NYC 28ST 2 BEDROOM, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.742543', '-73.982563']"
Manhattan,"Down Town Association, New York",HOTEL,$195 ,2.5-star,,Fabulous8.8,"1 room, 3 adults","['40.70674', '-74.008208']"
Manhattan,"Wolcott Hotel, New York",HOTEL,$250 ,2.5-star,See all 375 Hotels.com reviews,8.2,"1 room, 3 adults","['40.746775', '-73.986587']"
Manhattan,"Lincoln Center Holiday Rentals, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.780184', '-73.979371']"
Manhattan,"Broadway Plaza Hotel, New York",HOTEL,$149 ,3.5-star,"See all 1,127 Hotels.com reviews",8.6,"1 room, 3 adults","['40.74441', '-73.98891']"
Manhattan,"CITY ROOMS NYC - Chelsea, New York",HOTEL,$134 ,2-star,See all 166 Hotels.com reviews,7.4,"1 room, 3 adults","['40.748651', '-73.99604']"
Manhattan,"Equinox Hotel, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.75509', '-74.002993']"
Manhattan,"Empire Hotel, New York",HOTEL,$175 ,4-star,"See all 2,364 Hotels.com reviews",7.4,"1 room, 3 adults","['40.771583', '-73.982599']"
Manhattan,"Hotel 31, New York",HOTEL,$106 ,2-star,"See all 1,079 Hotels.com reviews",8,"1 room, 3 adults","['40.74473', '-73.98165']"
Manhattan,"Arthouse Hotel New York City, New York",HOTEL,$135 ,4-star,"See all 1,862 Hotels.com reviews",8.6,"1 room, 3 adults","['40.782246', '-73.980251']"
Manhattan,"Merrion Row Hotel and Public House, New York",HOTEL,$215 ,4-star,,9.2,"1 room, 3 adults","['40.75726', '-73.98353']"
Manhattan,"Marriott Vacation Club Pulse, New York City, New York",HOTEL,$134 ,4-star,See all 236 Hotels.com reviews,8.4,"1 room, 3 adults","['40.751112', '-73.985']"
Manhattan,"2-THE VERY BEST LOCATION ON 28 St AND LEX, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.742457', '-73.982615']"
Manhattan,"The Gotham Hotel, New York",HOTEL,$159 ,4.5-star,See all 921 Hotels.com reviews,8,"1 room, 3 adults","['40.75566', '-73.97814']"
Manhattan,"NY015 3 Bedroom Apartment By Senstay, New York",HOTEL,,3.5-star,,No guest ratings yet,"1 room, 3 adults","['40.73318', '-74.00483']"
Manhattan,"Embassy Suites by Hilton New York Midtown Manhattan, New York",HOTEL,$107 ,3.5-star,See all 469 Hotels.com reviews,8.8,"1 room, 3 adults","['40.75133', '-73.98583']"
Manhattan,"Omni Berkshire Place, New York",HOTEL,$197 ,4.5-star,"See all 1,322 Hotels.com reviews",8.8,"1 room, 3 adults","['40.759269', '-73.975015']"
Manhattan,"Canal Loft Hotel, New York",HOTEL,$99 ,2.5-star,,7.4,"1 room, 3 adults","['40.71528', '-73.99377']"
Manhattan,"Travel Inn Hotel, New York",HOTEL,$160 ,2.5-star,"See all 1,123 Hotels.com reviews",7.8,"1 room, 3 adults","['40.75993', '-73.99612']"
Manhattan,"NobleDEN Hotel, New York",HOTEL,$194 ,4-star,See all 885 Hotels.com reviews,9.4,"1 room, 3 adults","['40.719155', '-73.996884']"
Manhattan,"East Village Hotel, New York",HOTEL,$188 ,3-star,See all 191 Hotels.com reviews,8.2,"1 room, 3 adults","['40.728272', '-73.985079']"
Manhattan,"The Westin New York at Times Square, New York",HOTEL,$175 ,4.5-star,"See all 2,108 Hotels.com reviews",8.4,"1 room, 3 adults","['40.757788', '-73.989024']"
Manhattan,"Hotel Five44, New York",HOTEL,,3-star,See all 210 Hotels.com reviews,6.6,"1 room, 3 adults","['40.764169', '-73.994457']"
Manhattan,"Midtown East 1BR/1BA Oasis, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.74407', '-73.98106']"
Manhattan,"Fairfield Inn & Suites New York Manhattan/Times Square South, New York",HOTEL,$129 ,2.5-star,,Fabulous8.8,"1 room, 3 adults","['40.75402', '-73.99402']"
Manhattan,"The Knickerbocker Hotel, New York",HOTEL,$236 ,5-star,"See all 1,227 Hotels.com reviews",9,"1 room, 3 adults","['40.755751', '-73.986261']"
Manhattan,"Mandarin Oriental, New York, New York",HOTEL,$895 ,5-star,See all 106 Hotels.com reviews,9.2,"1 room, 3 adults","['40.769193', '-73.982828']"
Manhattan,"Club Quarters Hotel, World Trade Center, New York",HOTEL,$143 ,4-star,See all 928 Hotels.com reviews,8.8,"1 room, 3 adults","['40.709469', '-74.013942']"
Manhattan,"Hotel 17, New York",HOTEL,,2-star,See all 347 Hotels.com reviews,7.8,"1 room, 3 adults","['40.734731', '-73.984674']"
Manhattan,"Charming Midtown East Suites by Sonder, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.748129', '-73.974968']"
Manhattan,"Dream Downtown, New York",HOTEL,$150 ,4.5-star,See all 769 Hotels.com reviews,7.6,"1 room, 3 adults","['40.741953', '-74.003689']"
Manhattan,"The Plaza Hotel, New York",HOTEL,$797 ,5-star,,8.8,"1 room, 3 adults","['40.764238', '-73.973881']"
Manhattan,"AKA Tribeca, New York",HOTEL,$224 ,4-star,See all 241 Hotels.com reviews,9,"1 room, 3 adults","['40.71525', '-74.00943']"
Manhattan,"EVEN Hotel Times Square South, New York",HOTEL,$109 ,4-star,,9.4,"1 room, 3 adults","['40.753294', '-73.994036']"
Manhattan,"Midtown Convention Center Hotel, New York",HOTEL,$184 ,3-star,See all 346 Hotels.com reviews,6,"1 room, 3 adults","['40.757614', '-73.998516']"
Manhattan,"East 81 Street Studio #232465 - Studio Apts, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.773923', '-73.952388']"
Manhattan,"Hilton Garden Inn NYC Financial Center/Manhattan Downtown, New York",HOTEL,$107 ,3-star,,9,"1 room, 3 adults","['40.70296', '-74.01226']"
Manhattan,"The James New York- SoHo, New York",HOTEL,$253 ,4.5-star,See all 310 Hotels.com reviews,8.2,"1 room, 3 adults","['40.722835', '-74.004712']"
Manhattan,"6 Columbus Central Park a Sixty Hotel, New York",HOTEL,$190 ,4.5-star,See all 240 Hotels.com reviews,7.6,"1 room, 3 adults","['40.767795', '-73.983016']"
Manhattan,"Millennium Times Square New York, New York",HOTEL,$180 ,4-star,"See all 3,365 Hotels.com reviews",7.6,"1 room, 3 adults","['40.756889', '-73.984902']"
Manhattan,"U Hotel Fifth Avenue, New York",HOTEL,$109 ,3-star,See all 352 Hotels.com reviews,8,"1 room, 3 adults","['40.74918', '-73.98403']"
Manhattan,"224 East 59th #3rw 2 Bedrooms 2 Bathrooms Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.760968', '-73.965489']"
Manhattan,"346 East 65th Street #4A 2 Bedrooms 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.763468', '-73.960016']"
Manhattan,"New World Hotel, New York",HOTEL,$71 ,1.5-star,See all 574 Hotels.com reviews,3.6,"1 room, 3 adults","['40.717586', '-73.995256']"
Manhattan,"Market Rentals NYC, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.765782', '-73.982706']"
Manhattan,"Aloft Manhattan Downtown - Financial District, New York",HOTEL,$109 ,3-star,See all 300 Hotels.com reviews,8.8,"1 room, 3 adults","['40.710315', '-74.006783']"
Manhattan,"Salisbury Hotel, New York",HOTEL,$88 ,3-star,"See all 5,038 Hotels.com reviews",7.4,"1 room, 3 adults","['40.764841', '-73.978404']"
Manhattan,"Mondrian Park Avenue, New York",HOTEL,$225 ,4.5-star,,8.8,"1 room, 3 adults","['40.74482', '-73.98329']"
Manhattan,"Beekman Tower Studio Suite 0 Bedroom 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.753401', '-73.966174']"
Manhattan,"The Bowery House, New York",HOTEL,$109 ,2-star,See all 259 Hotels.com reviews,6.2,"1 room, 3 adults","['40.72194', '-73.9934']"
Manhattan,"Flatiron Hotel, New York",HOTEL,$149 ,4-star,See all 372 Hotels.com reviews,6.6,"1 room, 3 adults","['40.743933', '-73.989383']"
Manhattan,"Days Hotel by Wyndham on Broadway NYC, New York",HOTEL,$97 ,2.5-star,"See all 1,641 Hotels.com reviews",5.8,"1 room, 3 adults","['40.793184', '-73.972293']"
Manhattan,"Carvi Hotel New York, New York",HOTEL,$119 ,3-star,See all 214 Hotels.com reviews,8.4,"1 room, 3 adults","['40.75917', '-73.96926']"
Manhattan,"The James New York - NoMad, New York",HOTEL,$199 ,4.5-star,,8.4,"1 room, 3 adults","['40.74464', '-73.98551']"
Manhattan,"Hotel Boutique at Grand Central, New York",HOTEL,$137 ,4-star,"See all 1,009 Hotels.com reviews",8.8,"1 room, 3 adults","['40.753288', '-73.974427']"
Manhattan,"346 East 65th St 4B 1 Bedroom 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.763468', '-73.960016']"
Manhattan,"Washington Heights Apartments, New York",HOTEL,,3-star,,6.2,"1 room, 3 adults","['40.83768', '-73.93891']"
Manhattan,"The Wall Street Inn, New York",HOTEL,$134 ,3-star,See all 418 Hotels.com reviews,8.8,"1 room, 3 adults","['40.704656', '-74.010462']"
Manhattan,"San Carlos Hotel, New York",HOTEL,$184 ,4.5-star,See all 639 Hotels.com reviews,9,"1 room, 3 adults","['40.756067', '-73.971343']"
Manhattan,"Springhill Suites New York Manhattan/Times Square South, New York",HOTEL,$116 ,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.75402', '-73.99402']"
Manhattan,"8-2 BEDROOM APT ON 12 STREET & 3 AVE, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.731253', '-73.986545']"
Manhattan,"MySuites - Gramercy Suites, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.736001', '-73.982172']"
Manhattan,"HGU New York, New York",HOTEL,$159 ,4-star,,8.6,"1 room, 3 adults","['40.74619', '-73.983191']"
Manhattan,"Courtyard by Marriott New York City Manhattan Midtown East, New York",HOTEL,$99 ,3.5-star,"See all 1,826 Hotels.com reviews",8.8,"1 room, 3 adults","['40.75748', '-73.96959']"
Manhattan,"PUBLIC, an Ian Schrager hotel, New York",HOTEL,$245 ,4-star,,8.6,"1 room, 3 adults","['40.72282', '-73.99177']"
Manhattan,"The Meatpacking Suites, New York",HOTEL,,4-star,,Superb9.0,"1 room, 3 adults","['40.739751', '-74.002526']"
Manhattan,"Four Points by Sheraton Manhattan SoHo Village, New York",HOTEL,$109 ,3.5-star,See all 349 Hotels.com reviews,8.2,"1 room, 3 adults","['40.72718', '-74.00601']"
Manhattan,"Fairfield Inn & Suites by Marriott/World Trade Center Area, New York",HOTEL,$105 ,3-star,,8.8,"1 room, 3 adults","['40.70828', '-74.0136']"
Manhattan,"onefinestay - Noho private homes, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.7287', '-73.9926']"
Manhattan,"NYC Townhouse & Private Roof Deck, New York",HOTEL,$600 ,4-star,,Fabulous8.8,"1 room, 3 adults","['40.76919', '-73.95553']"
Manhattan,"Hotel Stanford, New York",HOTEL,,3-star,,Good7.4,"1 room, 3 adults","['40.748222', '-73.987477']"
Manhattan,"onefinestay - West Village private homes, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.7358', '-74.0036']"
Manhattan,"Off Soho Suites Hotel, New York",HOTEL,$179 ,2-star,See all 375 Hotels.com reviews,7.4,"1 room, 3 adults","['40.721325', '-73.992657']"
Manhattan,"onefinestay - Gramercy private homes, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.7128', '-74.0059']"
Manhattan,"onefinestay - Lower East Side Private Homes, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.789977', '-73.948836']"
Manhattan,"World Center Hotel, New York",HOTEL,$149 ,4-star,"See all 1,313 Hotels.com reviews",8.6,"1 room, 3 adults","['40.709469', '-74.013942']"
Manhattan,"onefinestay - Tribeca private homes, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.7163', '-74.0086']"
Manhattan,"LUMA Hotel Times Square, New York",HOTEL,$225 ,4-star,,9.4,"1 room, 3 adults","['40.75442', '-73.98577']"
Manhattan,"onefinestay - East Village private homes, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.7265', '-73.9815']"
Manhattan,"onefinestay-Upper West Side priv. homes, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.789977', '-73.948836']"
Manhattan,"Fitzpatrick Grand Central, New York",HOTEL,$158 ,4-star,See all 832 Hotels.com reviews,8.8,"1 room, 3 adults","['40.75248', '-73.97446']"
Manhattan,"onefinestay - Murray Hill private homes, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.7479', '-73.9757']"
Manhattan,"NY005 0 Bedroom Studio By Senstay, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.74769', '-74.00086']"
Manhattan,"Manhattan, New York",HOTEL,,3-star,,3.8,"1 room, 3 adults","['40.86641', '-73.9244']"
Manhattan,"NY061 2 Bedroom Apartment By Senstay, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.72584', '-74.00213']"
Manhattan,"NY071 2 Bedroom Apartment By Senstay, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.74949', '-73.99577']"
Manhattan,"Beautiful Studio Near Central Park, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.768244', '-73.959215']"
Manhattan,"Beautiful 1 Bedroom Apartment, New York",HOTEL,,3.5-star,,7.4,"1 room, 3 adults","['40.799736', '-73.962425']"
Manhattan,"The Jewel facing Rockefeller Center, New York",HOTEL,$161 ,4-star,"See all 2,029 Hotels.com reviews",8.8,"1 room, 3 adults","['40.75958', '-73.977802']"
Manhattan,"Cozy Studio, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.754996', '-73.968854']"
Manhattan,"Redford Hotel, New York",HOTEL,$119 ,2.5-star,,7,"1 room, 3 adults","['40.7203', '-73.98797']"
Manhattan,"Classy and Cozy, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.799157', '-73.966694']"
Manhattan,"citizenM New York Times Square, New York",HOTEL,$174 ,4-star,"See all 1,145 Hotels.com reviews",9.4,"1 room, 3 adults","['40.761717', '-73.98481']"
Manhattan,"Avalon Hotel, New York",HOTEL,$135 ,4-star,See all 700 Hotels.com reviews,8.4,"1 room, 3 adults","['40.74673', '-73.98448']"
Manhattan,"Hilton Garden Inn New York/Manhattan-Midtown East, New York",HOTEL,$119 ,3.5-star,See all 736 Hotels.com reviews,8.6,"1 room, 3 adults","['40.756839', '-73.969297']"
Manhattan,"Viceroy Central Park New York, New York",HOTEL,$209 ,4-star,See all 687 Hotels.com reviews,7.8,"1 room, 3 adults","['40.764793', '-73.978305']"
Manhattan,"The Pearl New York, New York",HOTEL,$152 ,4-star,"See all 1,196 Hotels.com reviews",9.2,"1 room, 3 adults","['40.761267', '-73.98565']"
Manhattan,"TRYP By Wyndham Times Square South, New York",HOTEL,$124 ,4.5-star,"See all 1,235 Hotels.com reviews",8.2,"1 room, 3 adults","['40.753587', '-73.994731']"
Manhattan,"Crowne Plaza HY36 Midtown Manhattan, New York",HOTEL,$126 ,4-star,,9,"1 room, 3 adults","['40.75374', '-73.99374']"
Manhattan,"The Mansfield Hotel, New York",HOTEL,$98 ,3.5-star,See all 825 Hotels.com reviews,7,"1 room, 3 adults","['40.755184', '-73.980996']"
Manhattan,"Dream Midtown, New York",HOTEL,$150 ,4-star,See all 957 Hotels.com reviews,8.2,"1 room, 3 adults","['40.764583', '-73.981828']"
Manhattan,"Trump International Hotel & Tower New York, New York",HOTEL,$524 ,5-star,See all 539 Hotels.com reviews,9.2,"1 room, 3 adults","['40.769045', '-73.981248']"
Manhattan,"Life Hotel NoMad, New York",HOTEL,$125 ,4-star,See all 433 Hotels.com reviews,8,"1 room, 3 adults","['40.747044', '-73.987129']"
Manhattan,"The Westin New York Grand Central, New York",HOTEL,$125 ,4.5-star,"See all 1,389 Hotels.com reviews",8.4,"1 room, 3 adults","['40.750407', '-73.973775']"
Manhattan,"Hyatt Place New York Midtown South, New York",HOTEL,$129 ,3.5-star,See all 885 Hotels.com reviews,8.8,"1 room, 3 adults","['40.750584', '-73.985666']"
Manhattan,"Upper West Side Manhattan Apartment, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.80013', '-73.95536']"
Manhattan,"Q&A Residential Hotel, New York",HOTEL,$224 ,4-star,See all 669 Hotels.com reviews,9.4,"1 room, 3 adults","['40.706287', '-74.007859']"
Manhattan,"Hampton Inn Manhattan/Times Square South, New York",HOTEL,$104 ,3-star,,8.2,"1 room, 3 adults","['40.756107', '-73.992997']"
Manhattan,"Kimpton Hotel Eventi, New York",HOTEL,$189 ,5-star,"See all 1,064 Hotels.com reviews",9,"1 room, 3 adults","['40.74719', '-73.9897']"
Manhattan,"Best Western Bowery Hanbee Hotel, New York",HOTEL,$104 ,3-star,See all 758 Hotels.com reviews,8.4,"1 room, 3 adults","['40.718604', '-73.995259']"
Manhattan,"Holiday Inn Express - New York City Chelsea, New York",HOTEL,$114 ,3-star,See all 951 Hotels.com reviews,8.2,"1 room, 3 adults","['40.748526', '-73.994504']"
Manhattan,"Market Rental NYC Midtown West, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.76573', '-73.9826']"
Manhattan,"Park Hyatt New York, New York",HOTEL,$895 ,5-star,See all 83 Hotels.com reviews,8.8,"1 room, 3 adults","['40.765153', '-73.979124']"
Manhattan,"Blue Moon Boutique Hotel, New York",HOTEL,$249 ,3-star,See all 335 Hotels.com reviews,6.8,"1 room, 3 adults","['40.7186', '-73.99001']"
Manhattan,"Cachet Boutique New York, New York",HOTEL,$170 ,4-star,See all 579 Hotels.com reviews,7.8,"1 room, 3 adults","['40.760007', '-73.996383']"
Manhattan,"Market Rentals Downtown Apartments, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.824048', '-73.944764']"
Manhattan,"AKA Central Park, New York",HOTEL,$575 ,4-star,See all 216 Hotels.com reviews,8.8,"1 room, 3 adults","['40.764511', '-73.975546']"
Manhattan,"Renaissance New York Times Square Hotel, New York",HOTEL,$178 ,4-star,See all 477 Hotels.com reviews,8.8,"1 room, 3 adults","['40.75968', '-73.9843']"
Manhattan,"Fairfield Inn & Suites by Marriott New York ManhattanChelsea, New York",HOTEL,$104 ,3-star,See all 303 Hotels.com reviews,8.6,"1 room, 3 adults","['40.746377', '-73.991344']"
Manhattan,"Renaissance New York Midtown Hotel, New York",HOTEL,$237 ,4-star,See all 519 Hotels.com reviews,9.2,"1 room, 3 adults","['40.75197', '-73.990898']"
Manhattan,"HI New York City, New York",HOTEL,,2-star,,8.4,"1 room, 3 adults","['40.798712', '-73.96696']"
Manhattan,"Aliz Hotel Times Square, New York",HOTEL,$116 ,4-star,,8.6,"1 room, 3 adults","['40.75614', '-73.99173']"
Manhattan,"Leon Hotel, New York",HOTEL,$120 ,3.5-star,See all 256 Hotels.com reviews,8.6,"1 room, 3 adults","['40.715912', '-73.995339']"
Manhattan,"West 57th Street by Hilton Club, New York",HOTEL,$542 ,4-star,See all 16 Hotels.com reviews,9.2,"1 room, 3 adults","['40.764528', '-73.977775']"
Manhattan,"The Assemblage John Street, New York",HOTEL,$269 ,4-star,,9.4,"1 room, 3 adults","['40.709866', '-74.008844']"
Manhattan,"Hotel Americano, New York",HOTEL,$209 ,4.5-star,See all 127 Hotels.com reviews,7.8,"1 room, 3 adults","['40.750616', '-74.003311']"
Manhattan,"CITY ROOMS NYC - Times Square, New York",HOTEL,,2.5-star,,8.2,"1 room, 3 adults","['40.76037', '-73.9879']"
Manhattan,"2 rooms apartment, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.70942', '-74.006505']"
Manhattan,"Hotel 50 Bowery NYC, New York",HOTEL,$189 ,4.5-star,See all 865 Hotels.com reviews,9.2,"1 room, 3 adults","['40.715841', '-73.996409']"
Manhattan,"Distrikt Hotel New York City, Tapestry Collection by Hilton, New York",HOTEL,$109 ,4-star,,8.4,"1 room, 3 adults","['40.75661', '-73.99285']"
Manhattan,"8f- 2 Bedroom Apt on 12 street Best Location, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.731265', '-73.986539']"
Manhattan,"10 East 117th Street #1 3 Bedrooms 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.80136', '-73.944668']"
Manhattan,"Gild Hall, A Thompson Hotel, New York",HOTEL,$189 ,4.5-star,See all 581 Hotels.com reviews,9.2,"1 room, 3 adults","['40.707946', '-74.007114']"
Manhattan,"The Allen House (sleeps 5), New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.718929', '-73.990701']"
Manhattan,"Upper West Side Manhattan, New York",HOTEL,,3.5-star,,2,"1 room, 3 adults","['40.828744', '-73.94133']"
Manhattan,"Hotel Beacon, New York",HOTEL,$321 ,4-star,"See all 1,132 Hotels.com reviews",9,"1 room, 3 adults","['40.780752', '-73.9813']"
Manhattan,"536 9th Avenue #3fn. 182 2 Bedrooms 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.756806', '-73.993435']"
Manhattan,"St Marks Hotel, New York",HOTEL,$136 ,3-star,See all 354 Hotels.com reviews,6.2,"1 room, 3 adults","['40.729411', '-73.989667']"
Manhattan,"The Kitano Hotel New York, New York",HOTEL,$274 ,4.5-star,See all 833 Hotels.com reviews,9,"1 room, 3 adults","['40.74962', '-73.97962']"
Manhattan,"CITY ROOMS NYC - Soho, New York",HOTEL,$99 ,2.5-star,See all 231 Hotels.com reviews,8.6,"1 room, 3 adults","['40.71847', '-74.00052']"
Manhattan,"SIXTY Lower East Side, New York",HOTEL,$190 ,4.5-star,See all 376 Hotels.com reviews,8,"1 room, 3 adults","['40.722149', '-73.988817']"
Manhattan,"The Lexington Hotel, Autograph Collection, New York",HOTEL,$140 ,4-star,"See all 1,891 Hotels.com reviews",8.4,"1 room, 3 adults","['40.75508', '-73.97338']"
Manhattan,"The Hilton Club - New York, New York",HOTEL,$429 ,4-star,See all 43 Hotels.com reviews,8.6,"1 room, 3 adults","['40.762104', '-73.978826']"
Manhattan,"Chelsea Art Suites, New York",HOTEL,,3-star,,6.6,"1 room, 3 adults","['40.73948', '-74.00116']"
Manhattan,"Holiday Inn NYC - Lower East Side, New York",HOTEL,$96 ,4-star,See all 331 Hotels.com reviews,8.6,"1 room, 3 adults","['40.718049', '-73.986432']"
Manhattan,"The Kimpton Muse Hotel, New York",HOTEL,$179 ,4.5-star,See all 726 Hotels.com reviews,9.2,"1 room, 3 adults","['40.757976', '-73.983623']"
Manhattan,"Upper Yorkville Apartments, New York",HOTEL,,3-star,See all 25 Hotels.com reviews,8.4,"1 room, 3 adults","['40.790003', '-73.94584']"
Manhattan,"Hotel Cliff, New York",HOTEL,,2.5-star,,Fabulous8.8,"1 room, 3 adults","['40.848409', '-73.931392']"
Manhattan,"1021 Lexington Ave 214 2 Bedrooms 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.771124', '-73.962018']"
Manhattan,"Chelsea Savoy Hotel, New York",HOTEL,$235 ,2-star,"See all 1,365 Hotels.com reviews",8.2,"1 room, 3 adults","['40.744215', '-73.995962']"
Manhattan,"Hotel Mela Times Square, New York",HOTEL,$99 ,4-star,"See all 2,037 Hotels.com reviews",7.8,"1 room, 3 adults","['40.756562', '-73.984188']"
Manhattan,"The Shoreham Hotel, New York",HOTEL,$143 ,4-star,See all 754 Hotels.com reviews,7.4,"1 room, 3 adults","['40.762342', '-73.976519']"
Manhattan,"New York Marriott Marquis, New York",HOTEL,$220 ,4.5-star,"See all 3,182 Hotels.com reviews",8.8,"1 room, 3 adults","['40.758234', '-73.985457']"
Manhattan,"Millennium Premier New York Times Square, New York",HOTEL,$185 ,4-star,"See all 1,260 Hotels.com reviews",8.4,"1 room, 3 adults","['40.756709', '-73.984477']"
Manhattan,"AC Hotel by Marriott New York Times Square, New York",HOTEL,$139 ,3.5-star,,9.2,"1 room, 3 adults","['40.75557', '-73.98986']"
Manhattan,"Park Terrace Hotel on Bryant Park, New York",HOTEL,$233 ,4-star,,9.4,"1 room, 3 adults","['40.752666', '-73.982922']"
Manhattan,"W New York - Times Square, New York",HOTEL,$219 ,4.5-star,See all 848 Hotels.com reviews,8.2,"1 room, 3 adults","['40.75936', '-73.98512']"
Manhattan,"East 94 #232470 - studio Br Apts, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.784569', '-73.951884']"
Manhattan,"Sheraton Tribeca New York Hotel, New York",HOTEL,$107 ,4-star,See all 897 Hotels.com reviews,8,"1 room, 3 adults","['40.721021', '-74.004179']"
Manhattan,"Wingate by Wyndham New York Midtown South/5th Ave, New York",HOTEL,,2.5-star,,Fabulous8.8,"1 room, 3 adults","['40.7509', '-73.9841']"
Manhattan,"RIFF Chelsea, New York",HOTEL,,2-star,See all 332 Hotels.com reviews,5.4,"1 room, 3 adults","['40.749804', '-73.995658']"
Manhattan,"Executive Class at MTS Hotel, New York",HOTEL,$230 ,4-star,,7.4,"1 room, 3 adults","['40.76194', '-73.982659']"
Manhattan,"Row NYC, New York",HOTEL,$89 ,4-star,"See all 5,653 Hotels.com reviews",6.8,"1 room, 3 adults","['40.75905', '-73.98844']"
Manhattan,"East Village Lovely & New Apartment 1BR, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.72458', '-73.98325']"
