city,hotel_name,acc_type,price,hotel_star,no_of_ratings,rating,occupancy,lat_long
Orlando,"InTown Suites Orlando UCF, Orlando",HOTEL,$61 ,2-star,See all 188 Hotels.com reviews,3.8,"1 room, 3 adults","['28.59753', '-81.222376']"
Orlando,"InTown Suites Orlando/Florida Turnpike, Orlando",HOTEL,,2-star,See all 65 Hotels.com reviews,4,"1 room, 3 adults","['28.449232', '-81.416481']"
Orlando,"Comfort Suites Near Universal Orlando Resort, Orlando",HOTEL,$109 ,2.5-star,See all 444 Hotels.com reviews,8.8,"1 room, 3 adults","['28.481228', '-81.453845']"
Orlando,"Arnold Palmer's Bay Hill Club & Lodge, Orlando",HOTEL,$138 ,4-star,"From 274 reviews
TripAdvisor Traveller Rating",9.2,"1 room, 3 adults","['28.458428', '-81.509772']"
Orlando,"Disney's Beach Club Resort, Lake Buena Vista",HOTEL,$380 ,4-star,See all 96 Hotels.com reviews,8.8,"1 room, 3 adults","['28.373787', '-81.557319']"
Orlando,"Disney's Wilderness Lodge, Lake Buena Vista",HOTEL,$377 ,4-star,"From 624 reviews
TripAdvisor Traveller Rating",8.8,"1 room, 3 adults","['28.40606', '-81.573952']"
Orlando,"Polynesian Isles by Diamond Resorts, Kissimmee",HOTEL,$107 ,3-star,"From 1,119 reviews
TripAdvisor Traveller Rating",9.4,"1 room, 3 adults","['28.338385', '-81.495979']"
Orlando,"TownePlace Suites by Marriott Orlando East/UCF Area, Orlando",HOTEL,$87 ,2.5-star,See all 112 Hotels.com reviews,8.8,"1 room, 3 adults","['28.599666', '-81.214997']"
Orlando,"Red Carpet Inn, Kissimmee",HOTEL,$39 ,2.5-star,See all 199 Hotels.com reviews,4.2,"1 room, 3 adults","['28.320068', '-81.470783']"
Orlando,"Country Inn & Suites by Radisson, Orlando Airport, FL, Orlando",HOTEL,$101 ,3-star,"See all 2,394 Hotels.com reviews",7.8,"1 room, 3 adults","['28.460062', '-81.313411']"
Orlando,"Crowne Plaza Orlando Universal, Orlando",HOTEL,$108 ,4-star,See all 525 Hotels.com reviews,8.2,"1 room, 3 adults","['28.451459', '-81.465307']"
Orlando,"Maingate Magic Vacation Homes by IPG, Davenport",HOTEL,,3.5-star,"From 301 reviews
TripAdvisor Traveller Rating",7.2,"1 room, 3 adults","['28.297446', '-81.665579']"
Orlando,"Barefoot N Resort by Diamond Resorts, Kissimmee",HOTEL,$94 ,3-star,See all 543 Hotels.com reviews,9,"1 room, 3 adults","['28.329264', '-81.516597']"
Orlando,"Mystic Dunes Resort & Golf Club by Diamond Resorts, Kissimmee",HOTEL,$94 ,3.5-star,"See all 2,821 Hotels.com reviews",8.6,"1 room, 3 adults","['28.316417', '-81.591398']"
Orlando,"Orlando Continental Plaza Hotel, Orlando",HOTEL,$44 ,2-star,"From 1,642 reviews
TripAdvisor Traveller Rating",4.8,"1 room, 3 adults","['28.462996', '-81.465906']"
Orlando,"Exploria Express by Exploria Resorts, Clermont",HOTEL,$83 ,2.5-star,See all 912 Hotels.com reviews,8.2,"1 room, 3 adults","['28.3483', '-81.660157']"
Orlando,"Clarion Inn & Suites Kissimmee-Lake Buena Vista South, Kissimmee",HOTEL,$67 ,2-star,See all 112 Hotels.com reviews,7.2,"1 room, 3 adults","['28.333277', '-81.482095']"
Orlando,"Quality Inn & Suites Heritage Park, Kissimmee",HOTEL,$67 ,2.5-star,See all 400 Hotels.com reviews,8.4,"1 room, 3 adults","['28.291065', '-81.361526']"
Orlando,"Alamo Vacation Townhomes, Orlando",HOTEL,,3-star,See all 5 Hotels.com reviews,7.6,"1 room, 3 adults","['28.369612', '-81.426958']"
Orlando,"JW Marriott Orlando Grande Lakes, Orlando",HOTEL,$209 ,4-star,See all 538 Hotels.com reviews,9,"1 room, 3 adults","['28.410193', '-81.430842']"
Orlando,"Ramada Plaza Resort & Suites by Wyndham Orlando Intl Drive, Orlando",HOTEL,$99 ,3-star,See all 805 Hotels.com reviews,7,"1 room, 3 adults","['28.458706', '-81.469779']"
Orlando,"Sevilla Inn, Kissimmee",HOTEL,$50 ,2-star,"From 178 reviews
TripAdvisor Traveller Rating",6.2,"1 room, 3 adults","['28.314', '-81.46763']"
Orlando,"Hampton Inn & Suites Orlando-International Dr. North, Orlando",HOTEL,$92 ,2.5-star,See all 400 Hotels.com reviews,8.6,"1 room, 3 adults","['28.453633', '-81.470844']"
Orlando,"Best Western Plus Kissimmee-Lake Buena Vista South Inn & Suites, Kissimmee",HOTEL,$85 ,2.5-star,See all 241 Hotels.com reviews,8.6,"1 room, 3 adults","['28.346436', '-81.48926']"
Orlando,"Homewood Suites By Hilton Orlando-Nearest Universal Studios, Orlando",HOTEL,$127 ,3-star,See all 312 Hotels.com reviews,8.8,"1 room, 3 adults","['28.464778', '-81.461893']"
Orlando,"The Ritz-Carlton Orlando, Grande Lakes, Orlando",HOTEL,$309 ,5-star,See all 354 Hotels.com reviews,9.2,"1 room, 3 adults","['28.410212', '-81.43092']"
Orlando,"Regal Palms Resort and Spa, Davenport",HOTEL,,3.5-star,"From 2,221 reviews
TripAdvisor Traveller Rating",5.8,"1 room, 3 adults","['28.310219', '-81.672248']"
Orlando,"Clarion Hotel Orlando International Airport, Orlando",HOTEL,$71 ,2.5-star,"See all 1,216 Hotels.com reviews",5.6,"1 room, 3 adults","['28.451555', '-81.33485']"
Orlando,"Wingate by Wyndham - Orlando International Airport, Orlando",HOTEL,$104 ,3-star,"See all 1,108 Hotels.com reviews",8.6,"1 room, 3 adults","['28.462574', '-81.307687']"
Orlando,"Hilton Garden Inn Orlando International Drive North, Orlando",HOTEL,$109 ,3-star,See all 242 Hotels.com reviews,9,"1 room, 3 adults","['28.464771', '-81.46133']"
Orlando,"Global Vacation Homes, Kissimmee",HOTEL,,3.5-star,See all 242 Hotels.com reviews,Poor2.6,"1 room, 3 adults","['28.304457', '-81.403747']"
Orlando,"Motel 6 Orlando - International Drive, Orlando",HOTEL,$54 ,2-star,See all 802 Hotels.com reviews,6.6,"1 room, 3 adults","['28.464532', '-81.462357']"
Orlando,"Fairfield Inn & Suites Orlando Ocoee, Ocoee",HOTEL,$100 ,3-star,See all 119 Hotels.com reviews,8.8,"1 room, 3 adults","['28.551651', '-81.540808']"
Orlando,"Reunion Resort & Golf Club, Orlando",HOTEL,$169 ,5-star,"From 2,191 reviews
TripAdvisor Traveller Rating",8.8,"1 room, 3 adults","['28.269722', '-81.588013']"
Orlando,"Motel 6 Orlando-Kissimmee Main Gate East, Kissimmee",HOTEL,$50 ,1.5-star,See all 618 Hotels.com reviews,7.6,"1 room, 3 adults","['28.334569', '-81.514026']"
Orlando,"Rodeway Inn Kissimmee Maingate West, Kissimmee",HOTEL,$33 ,2-star,See all 414 Hotels.com reviews,5.6,"1 room, 3 adults","['28.33267', '-81.58519']"
Orlando,"Omni Orlando Resort at ChampionsGate, Davenport",HOTEL,$135 ,4.5-star,See all 703 Hotels.com reviews,9,"1 room, 3 adults","['28.261267', '-81.623209']"
Orlando,"Motel 6 Orlando - Winter Park, Orlando",HOTEL,$60 ,2-star,See all 215 Hotels.com reviews,5.6,"1 room, 3 adults","['28.60765', '-81.39306']"
Orlando,"Quality Inn & Suites Eastgate, Kissimmee",HOTEL,$54 ,2.5-star,See all 273 Hotels.com reviews,5.4,"1 room, 3 adults","['28.332836', '-81.481749']"
Orlando,"Bahama Bay Resort by Wyndham Vacation Rentals, Davenport",HOTEL,,3.5-star,See all 597 Hotels.com reviews,8.6,"1 room, 3 adults","['28.321891', '-81.658819']"
Orlando,"Disney's Saratoga Springs Resort & Spa, Lake Buena Vista",HOTEL,$298 ,4-star,See all 70 Hotels.com reviews,9,"1 room, 3 adults","['28.375498', '-81.520346']"
Orlando,"Vacation Village at Parkway, Kissimmee",HOTEL,,3-star,See all 533 Hotels.com reviews,8.2,"1 room, 3 adults","['28.335753', '-81.531733']"
Orlando,"Westgate Leisure Resort, Orlando",HOTEL,$119 ,3-star,See all 168 Hotels.com reviews,7.8,"1 room, 3 adults","['28.394914', '-81.470499']"
Orlando,"Hilton Grand Vacations at Tuscany Village, Orlando",HOTEL,$107 ,4-star,See all 739 Hotels.com reviews,9,"1 room, 3 adults","['28.386942', '-81.488475']"
Orlando,"Homewood Suites by Hilton® Orlando-UCF Area, Orlando",HOTEL,$138 ,3-star,See all 123 Hotels.com reviews,9.2,"1 room, 3 adults","['28.583759', '-81.207815']"
Orlando,"SunStyle Suites, Orlando",HOTEL,,2-star,See all 57 Hotels.com reviews,5.6,"1 room, 3 adults","['28.460513', '-81.397865']"
Orlando,"Holiday Inn Express Hotel & Suites Orlando South-Davenport, Davenport",HOTEL,$95 ,2.5-star,See all 215 Hotels.com reviews,9,"1 room, 3 adults","['28.23476', '-81.6498']"
Orlando,"Hapimag Lake Berkley Resort, Kissimmee",HOTEL,$197 ,3-star,See all 88 Hotels.com reviews,9.2,"1 room, 3 adults","['28.298757', '-81.466565']"
Orlando,"Homes4uu Vacation Homes Orlando, Kissimmee",HOTEL,,3-star,See all 88 Hotels.com reviews,8.4,"1 room, 3 adults","['28.332966', '-81.587488']"
Orlando,"Terra Verde Resort, Kissimmee",HOTEL,,3.5-star,"From 574 reviews
TripAdvisor Traveller Rating",,"1 room, 3 adults","['28.29021', '-81.47236']"
Orlando,"Festiva Orlando Resort, Kissimmee",HOTEL,,3-star,See all 364 Hotels.com reviews,8.2,"1 room, 3 adults","['28.312744', '-81.590673']"
Orlando,"Bluegreen Vacations Fountains, Ascend Resort Collection, Orlando",HOTEL,$224 ,3-star,"From 1,949 reviews
TripAdvisor Traveller Rating",8.6,"1 room, 3 adults","['28.387447', '-81.477635']"
Orlando,"Florida Group Vacation Homes, Kissimmee",HOTEL,,3-star,"From 1,949 reviews
TripAdvisor Traveller Rating",7.2,"1 room, 3 adults","['28.332966', '-81.587488']"
Orlando,"Knights Inn Kissimmee, Kissimmee",HOTEL,$60 ,2-star,See all 94 Hotels.com reviews,4.8,"1 room, 3 adults","['28.314766', '-81.467931']"
Orlando,"Econo Lodge International Drive, Orlando",HOTEL,$49 ,2-star,See all 555 Hotels.com reviews,6.8,"1 room, 3 adults","['28.456508', '-81.47255']"
Orlando,"Ventura Resort Rentals Kissimmee, Kissimmee",HOTEL,,3-star,See all 555 Hotels.com reviews,Fabulous8.6,"1 room, 3 adults","['28.335735', '-81.588611']"
Orlando,"Hampton Inn and Suites Clermont, Clermont",HOTEL,$121 ,2.5-star,See all 84 Hotels.com reviews,8.8,"1 room, 3 adults","['28.547647', '-81.714407']"
Orlando,"Windsor Palms by Global Resort Homes, Kissimmee",HOTEL,,3.5-star,See all 84 Hotels.com reviews,,"1 room, 3 adults","['28.318788', '-81.607218']"
Orlando,"Florida Vacation Villas, Kissimmee",HOTEL,,3-star,"From 256 reviews
TripAdvisor Traveller Rating",Good7.0,"1 room, 3 adults","['28.328096', '-81.489457']"
Orlando,"Windsor Palms Resort by Optimal Growth, Kissimmee",HOTEL,,3.5-star,See all 25 Hotels.com reviews,8,"1 room, 3 adults","['28.315946', '-81.610816']"
Orlando,"Lake Buena Vista Resort Village & Spa a staySky Hotel/Resort, Orlando",HOTEL,$178 ,4-star,"See all 1,640 Hotels.com reviews",8.4,"1 room, 3 adults","['28.351963', '-81.487381']"
Orlando,"Shining Light Inn & Suites, Kissimmee",HOTEL,$59 ,2.5-star,See all 43 Hotels.com reviews,6.2,"1 room, 3 adults","['28.311811', '-81.46656']"
Orlando,"Floridays Resort Orlando, Orlando",HOTEL,$143 ,3.5-star,"See all 2,450 Hotels.com reviews",8.4,"1 room, 3 adults","['28.386368', '-81.481508']"
Orlando,"Ambassador Inn, Kissimmee",HOTEL,$39 ,2-star,See all 219 Hotels.com reviews,4.8,"1 room, 3 adults","['28.304416', '-81.445761']"
Orlando,"Blue Heron Beach Resort, Orlando",HOTEL,,3.5-star,"From 2,566 reviews
TripAdvisor Traveller Rating",8.6,"1 room, 3 adults","['28.368703', '-81.50178']"
Orlando,"Rosen Shingle Creek, Orlando",HOTEL,$149 ,4.5-star,"See all 1,050 Hotels.com reviews",9.2,"1 room, 3 adults","['28.425758', '-81.442608']"
Orlando,"Days Inn by Wyndham Kissimmee West, Kissimmee",HOTEL,$50 ,2.5-star,See all 251 Hotels.com reviews,6.8,"1 room, 3 adults","['28.304487', '-81.446692']"
Orlando,"Lake Cecile Inn & Suites, Kissimmee",HOTEL,,2-star,"From 1 reviews
TripAdvisor Traveller Rating",Fabulous8.8,"1 room, 3 adults","['28.33284', '-81.47892']"
Orlando,"Vista Cay Resort by Millenium at Universal Blvd, Orlando",HOTEL,$111 ,3.5-star,"From 2,349 reviews
TripAdvisor Traveller Rating",8.6,"1 room, 3 adults","['28.428927', '-81.448604']"
Orlando,"Encantada Resort, Kissimmee",HOTEL,,3.5-star,"From 1,455 reviews
TripAdvisor Traveller Rating",8,"1 room, 3 adults","['28.339261', '-81.629626']"
Orlando,"Edgewater Hotel, Winter Garden",HOTEL,$107 ,2.5-star,See all 43 Hotels.com reviews,9.6,"1 room, 3 adults","['28.565664', '-81.586319']"
Orlando,"WorldQuest Orlando Resort, Orlando",HOTEL,$135 ,4-star,"See all 1,378 Hotels.com reviews",8.6,"1 room, 3 adults","['28.349676', '-81.506401']"
Orlando,"Wyndham Bonnet Creek Resort, Lake Buena Vista",HOTEL,$237 ,3.5-star,"From 4,299 reviews
TripAdvisor Traveller Rating",8.8,"1 room, 3 adults","['28.361418', '-81.539577']"
Orlando,"Fairfield Inn & Suites by Marriott Clermont, Clermont",HOTEL,$109 ,2.5-star,See all 307 Hotels.com reviews,9,"1 room, 3 adults","['28.550039', '-81.724371']"
Orlando,"Legacy Vacation Pool Homes West 192 and Hwy 27 Area, Davenport",HOTEL,,3-star,See all 307 Hotels.com reviews,6,"1 room, 3 adults","['28.267844', '-81.680205']"
Orlando,"Quality Inn Maingate West, Clermont",HOTEL,$58 ,2.5-star,See all 271 Hotels.com reviews,6.4,"1 room, 3 adults","['28.346904', '-81.660529']"
Orlando,"Calypso Cay Vacation Villas, Kissimmee",HOTEL,$69 ,3.5-star,See all 437 Hotels.com reviews,7.6,"1 room, 3 adults","['28.3384', '-81.48173']"
Orlando,"WoodSpring Suites Orlando Clarcona, Orlando",HOTEL,$65 ,2.5-star,See all 105 Hotels.com reviews,5,"1 room, 3 adults","['28.613226', '-81.430516']"
Orlando,"Howard Johnson by Wyndham Airport Florida Mall, Orlando",HOTEL,$59 ,2-star,See all 232 Hotels.com reviews,6.2,"1 room, 3 adults","['28.424392', '-81.404717']"
Orlando,"WoodSpring Suites Orlando Clermont, Clermont",HOTEL,$70 ,2.5-star,See all 138 Hotels.com reviews,4.8,"1 room, 3 adults","['28.546605', '-81.684969']"
Orlando,"SPM Blue Tree Resort in Lake Buena Vista, Orlando",HOTEL,,3-star,"From 1,975 reviews
TripAdvisor Traveller Rating",8.6,"1 room, 3 adults","['28.38902', '-81.50298']"
Orlando,"Knights Inn Orlando, Orlando",HOTEL,$60 ,1.5-star,"From 220 reviews
TripAdvisor Traveller Rating",4.8,"1 room, 3 adults","['28.473769', '-81.396768']"
Orlando,"Caribe Cove Resort by Wyndham Vacation Rentals, Kissimmee",HOTEL,,3.5-star,See all 748 Hotels.com reviews,8.8,"1 room, 3 adults","['28.337935', '-81.64869']"
Orlando,"The Berkley, Orlando (No Resort Fees) , Kissimmee",HOTEL,$152 ,4-star,See all 400 Hotels.com reviews,9.2,"1 room, 3 adults","['28.347078', '-81.627948']"
Orlando,"Melia Orlando Suite Hotel at Celebration, Celebration",HOTEL,$125 ,4-star,"See all 1,204 Hotels.com reviews",8.2,"1 room, 3 adults","['28.329354', '-81.535804']"
Orlando,"Hampton Inn & Suites Orlando/South Lake Buena Vista, FL, Kissimmee",HOTEL,$98 ,2.5-star,See all 230 Hotels.com reviews,8.8,"1 room, 3 adults","['28.33906', '-81.48198']"
Orlando,"Park Plaza Hotel, Winter Park",HOTEL,$199 ,3-star,See all 238 Hotels.com reviews,8.2,"1 room, 3 adults","['28.595735', '-81.351054']"
Orlando,"Hampton Inn & Suites Orlando John Young Pkwy/S. Park, Orlando",HOTEL,$76 ,2.5-star,See all 359 Hotels.com reviews,9.2,"1 room, 3 adults","['28.439175', '-81.427889']"
Orlando,"Seasons Florida Resort, Kissimmee",HOTEL,$53 ,2-star,"From 756 reviews
TripAdvisor Traveller Rating",7.6,"1 room, 3 adults","['28.323538', '-81.470943']"
Orlando,"Springhill Suites by Marriott Orlando Airport, Orlando",HOTEL,$99 ,3-star,See all 602 Hotels.com reviews,9,"1 room, 3 adults","['28.462861', '-81.306782']"
Orlando,"Residence Inn Orlando Airport, Orlando",HOTEL,$111 ,3-star,See all 400 Hotels.com reviews,9,"1 room, 3 adults","['28.461819', '-81.305805']"
Orlando,"Las Palmeras by Hilton Grand Vacations, Orlando",HOTEL,$191 ,4-star,See all 341 Hotels.com reviews,8.6,"1 room, 3 adults","['28.433175', '-81.459853']"
Orlando,"Regal Oaks - The Official CLC World Resort, Kissimmee",HOTEL,$303 ,4-star,See all 774 Hotels.com reviews,8.8,"1 room, 3 adults","['28.32647', '-81.51654']"
Orlando,"The Point Hotel & Suites, Orlando",HOTEL,$98 ,3.5-star,"See all 3,348 Hotels.com reviews",8.8,"1 room, 3 adults","['28.456084', '-81.462043']"
Orlando,"Orlando's Sunshine Resort, Orlando",HOTEL,,3-star,See all 23 Hotels.com reviews,9.4,"1 room, 3 adults","['28.463766', '-81.45248']"
Orlando,"Rodeway Inn Near Florida Mall, Orlando",HOTEL,$59 ,2-star,See all 83 Hotels.com reviews,4.4,"1 room, 3 adults","['28.467931', '-81.396581']"
Orlando,"Fairways Florida Villas, Davenport",HOTEL,,3.5-star,See all 83 Hotels.com reviews,Fabulous8.8,"1 room, 3 adults","['28.25587', '-81.62446']"
Orlando,"Disney's Animal Kingdom Villas - Kidani Village, Lake Buena Vista",HOTEL,$605 ,4-star,"From 1,614 reviews
TripAdvisor Traveller Rating",8.8,"1 room, 3 adults","['28.354266', '-81.606445']"
Orlando,"Holiday Inn Express Hotel & Suites Ocoee East, Orlando",HOTEL,$89 ,2.5-star,See all 234 Hotels.com reviews,8.2,"1 room, 3 adults","['28.55049', '-81.48392']"
Orlando,"Holiday Inn Express & Suites, International Drive, Orlando",HOTEL,$84 ,2.5-star,See all 554 Hotels.com reviews,8.8,"1 room, 3 adults","['28.455643', '-81.47083']"
Orlando,"Studio 6 Orlando - Kissimmee, Kissimmee",HOTEL,$54 ,2-star,"From 103 reviews
TripAdvisor Traveller Rating",7.4,"1 room, 3 adults","['28.335657', '-81.514012']"
Orlando,"Windsor Hills Resort by Global Resort Homes, Kissimmee",HOTEL,,3.5-star,See all 4 Hotels.com reviews,,"1 room, 3 adults","['28.32318', '-81.59382']"
Orlando,"Hilton Orlando, Orlando",HOTEL,$146 ,4-star,See all 817 Hotels.com reviews,8.8,"1 room, 3 adults","['28.424', '-81.458335']"
Orlando,"Waldorf Astoria Orlando, Orlando",HOTEL,$258 ,5-star,See all 621 Hotels.com reviews,9,"1 room, 3 adults","['28.353303', '-81.532486']"
Orlando,"Hilton Orlando Bonnet Creek Resort, Orlando",HOTEL,$169 ,4-star,See all 893 Hotels.com reviews,8.8,"1 room, 3 adults","['28.356062', '-81.533926']"
Orlando,"Hilton Garden Inn Lake Buena Vista/Orlando, Orlando",HOTEL,$93 ,3-star,See all 382 Hotels.com reviews,8.6,"1 room, 3 adults","['28.392899', '-81.493253']"
Orlando,"Parc Soleil by Hilton Grand Vacations, Orlando",HOTEL,$101 ,4-star,See all 218 Hotels.com reviews,8.8,"1 room, 3 adults","['28.398886', '-81.492407']"
Orlando,"Homewood Suites by Hilton Lake Buena Vista Orlando, Orlando",HOTEL,$105 ,3-star,See all 450 Hotels.com reviews,8.6,"1 room, 3 adults","['28.39288', '-81.493243']"
Orlando,"WoodSpring Suites Orlando South, Orlando",HOTEL,$90 ,2.5-star,See all 155 Hotels.com reviews,5.6,"1 room, 3 adults","['28.414994', '-81.421937']"
Orlando,"Magic Landing, Kissimmee",HOTEL,,3-star,See all 155 Hotels.com reviews,Good7.2,"1 room, 3 adults","['28.288845', '-81.366296']"
Manhattan,"The Plaza Hotel, New York",HOTEL,$797 ,5-star,,8.8,"1 room, 3 adults","['40.764238', '-73.973881']"
Manhattan,"The Surrey, New York",HOTEL,$581 ,5-star,See all 256 Hotels.com reviews,9,"1 room, 3 adults","['40.774487', '-73.963871']"
Manhattan,"East Village Townhouse, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.727216', '-73.988123']"
Manhattan,"Gramercy Park Hotel, New York",HOTEL,$408 ,5-star,See all 339 Hotels.com reviews,8.6,"1 room, 3 adults","['40.738481', '-73.985496']"
Manhattan,"Hotel Pennsylvania, New York",HOTEL,$99 ,2.5-star,"See all 6,818 Hotels.com reviews",4.8,"1 room, 3 adults","['40.749955', '-73.99137']"
Manhattan,"Night Hotel Times Square, New York",HOTEL,$99 ,4-star,,7,"1 room, 3 adults","['40.758975', '-73.984045']"
Manhattan,"The Milburn Hotel, New York",HOTEL,,3-star,See all 419 Hotels.com reviews,8.6,"1 room, 3 adults","['40.782037', '-73.981731']"
Manhattan,"104 Forsyth St. - Apt #5 - 2 Br Apts, New York",HOTEL,$338 ,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.7184', '-73.9927']"
Manhattan,"DoubleTree by Hilton New York City - Financial District, New York",HOTEL,$152 ,4-star,"See all 1,071 Hotels.com reviews",7.6,"1 room, 3 adults","['40.70402', '-74.01242']"
Manhattan,"Residence Inn Marriott New York Downtown Manhattan/WTC Area, New York",HOTEL,$148 ,3.5-star,See all 623 Hotels.com reviews,9,"1 room, 3 adults","['40.709657', '-74.010093']"
Manhattan,"The Sherry Netherland, New York",HOTEL,$459 ,4.5-star,See all 163 Hotels.com reviews,9.6,"1 room, 3 adults","['40.76453', '-73.97285']"
Manhattan,"The Franklin Hotel, New York",HOTEL,$207 ,3.5-star,See all 544 Hotels.com reviews,6.8,"1 room, 3 adults","['40.779886', '-73.954404']"
Manhattan,"Orchard Street Hotel, New York",HOTEL,$125 ,3-star,See all 277 Hotels.com reviews,7.8,"1 room, 3 adults","['40.721083', '-73.988709']"
Manhattan,"Northern Lights Mansion, New York",HOTEL,$198 ,3.5-star,,9,"1 room, 3 adults","['40.807343', '-73.950514']"
Manhattan,"Staybridge Suites Times Square, New York",HOTEL,$125 ,3.5-star,"See all 1,692 Hotels.com reviews",8.4,"1 room, 3 adults","['40.756731', '-73.992607']"
Manhattan,"Studio Plus, New York",HOTEL,,3-star,See all 106 Hotels.com reviews,6.8,"1 room, 3 adults","['40.747288', '-73.987753']"
Manhattan,"Fairfield Inn & Suites New York Manhattan/Downtown East, New York",HOTEL,$119 ,2.5-star,See all 237 Hotels.com reviews,8.6,"1 room, 3 adults","['40.713128', '-73.992859']"
Manhattan,"Beautiful Two Bedroom Manhattan Apartment, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.77837', '-73.94733']"
Manhattan,"City Club Hotel, New York",HOTEL,$129 ,4-star,See all 865 Hotels.com reviews,8.6,"1 room, 3 adults","['40.755772', '-73.982292']"
Manhattan,"Best Western Plus Hospitality House, New York",HOTEL,$150 ,2.5-star,See all 212 Hotels.com reviews,8.8,"1 room, 3 adults","['40.755593', '-73.972159']"
Manhattan,"Holiday Inn Express New York City- Wall Street, New York",HOTEL,$96 ,3-star,See all 423 Hotels.com reviews,8.2,"1 room, 3 adults","['40.705437', '-74.007122']"
Manhattan,"Four Points By Sheraton Manhattan Midtown West, New York",HOTEL,$109 ,3-star,,8.8,"1 room, 3 adults","['40.75506', '-73.99868']"
Manhattan,"Pod Times Square, New York",HOTEL,$104 ,3-star,,8.8,"1 room, 3 adults","['40.758563', '-73.992993']"
Manhattan,"Wall Street Apartment, New York",HOTEL,,3-star,,Fabulous8.8,"1 room, 3 adults","['40.704946', '-74.007531']"
Manhattan,"The Gatsby Hotel, New York",HOTEL,$134 ,3.5-star,,8,"1 room, 3 adults","['40.72312', '-73.99024']"
Manhattan,"Luxury Studio Suite w/ Free Continental Breakfast Studio Bedroom 1 Bathroom Apts, New York",HOTEL,,,,Fabulous8.8,"1 room, 3 adults","['40.753401', '-73.966174']"
Manhattan,"W New York - Union Square, New York",HOTEL,$314 ,4.5-star,See all 234 Hotels.com reviews,8.6,"1 room, 3 adults","['40.73653', '-73.98899']"
Manhattan,"Luxury Suites Lenox Ave , New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.806222', '-73.946685']"
Manhattan,"Four Seasons Hotel New York Downtown, New York",HOTEL,$555 ,5-star,See all 171 Hotels.com reviews,9.6,"1 room, 3 adults","['40.712544', '-74.009306']"
Manhattan,"45th Street #226384 - 1 Br Condo, New York",HOTEL,,3.5-star,,Fabulous8.8,"1 room, 3 adults","['40.75269', '-73.97276']"
Manhattan,"Dylan Hotel NYC, New York",HOTEL,$170 ,4-star,See all 549 Hotels.com reviews,7.6,"1 room, 3 adults","['40.75193', '-73.97926']"
Manhattan,"The William, New York",HOTEL,$179 ,4-star,See all 18 Hotels.com reviews,9.2,"1 room, 3 adults","['40.75057', '-73.98019']"
Manhattan,"Luxury Suites Upper West Brownstone, New York",HOTEL,,4-star,,Fabulous8.8,"1 room, 3 adults","['40.818223', '-73.942784']"
Manhattan,"Heritage Hotel, New York",HOTEL,$118 ,2.5-star,,7.4,"1 room, 3 adults","['40.743375', '-73.989991']"
Manhattan,"Refinery Hotel, New York",HOTEL,$179 ,5-star,See all 852 Hotels.com reviews,9.2,"1 room, 3 adults","['40.752109', '-73.985461']"
Manhattan,"The Chatwal, a Luxury Collection Hotel, New York City, New York",HOTEL,$525 ,5-star,See all 127 Hotels.com reviews,9.2,"1 room, 3 adults","['40.7565', '-73.98458']"
Manhattan,"Courtyard by Marriott New York Manhattan / Chelsea, New York",HOTEL,$127 ,3.5-star,See all 558 Hotels.com reviews,9,"1 room, 3 adults","['40.74803', '-73.9914']"
Manhattan,"Pod 39, New York",HOTEL,$119 ,3-star,"See all 3,393 Hotels.com reviews",8.4,"1 room, 3 adults","['40.749285', '-73.976698']"
Manhattan,"Incentra Village Hotel, New York",HOTEL,$188 ,3-star,See all 73 Hotels.com reviews,8.2,"1 room, 3 adults","['40.738', '-74.004299']"
Manhattan,"Renovated 2 BR Central Park, New York",HOTEL,$249 ,3.5-star,,5.2,"1 room, 3 adults","['40.764721', '-73.988061']"
Manhattan,"Hotel 48LEX New York, New York",HOTEL,$187 ,4.5-star,See all 480 Hotels.com reviews,8.4,"1 room, 3 adults","['40.75525', '-73.9732']"
Manhattan,"The Peninsula New York, New York",HOTEL,$745 ,5-star,See all 568 Hotels.com reviews,9.4,"1 room, 3 adults","['40.76165', '-73.9749']"
Manhattan,"GEM Hotel - Chelsea, New York",HOTEL,$134 ,3-star,See all 266 Hotels.com reviews,7.8,"1 room, 3 adults","['40.7447', '-73.9991']"
Manhattan,"Holiday Inn Express Manhattan Times Square South, New York",HOTEL,$126 ,3-star,See all 609 Hotels.com reviews,8.4,"1 room, 3 adults","['40.751079', '-73.98685']"
Manhattan,"Chelsea Mews Guest House All Male, New York",HOTEL,,2.5-star,,4.8,"1 room, 3 adults","['40.74103', '-74.00379']"
Manhattan,"Cambria Hotel New York - Times Square, New York",HOTEL,$118 ,3-star,"See all 1,023 Hotels.com reviews",9,"1 room, 3 adults","['40.756682', '-73.98049']"
Manhattan,"Chambers Hotel, New York",HOTEL,$251 ,4-star,See all 280 Hotels.com reviews,8.8,"1 room, 3 adults","['40.76249', '-73.9749']"
Manhattan,"Rostel- Hostel, New York",HOTEL,,2.5-star,See all 9 Hotels.com reviews,5.6,"1 room, 3 adults","['40.79842', '-73.941141']"
